detail_code,detail_name,a_cluster,a_name,b_cluster,b_name,c_cluster,c_name,d_cluster,d_name,class_flag,version,v_index
1.2411,颅骨切开减压术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2413,颅骨去骨瓣减压术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.2415,颅骨切开异物取出术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.2409,颅骨钻孔引流术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2405,硬膜外脓肿清除术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2407,颅骨钻孔探查术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2404,环枕减压术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2402,颅骨切开引流术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2414,颅骨钻孔减压术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.2403,延髓前方减压术,1.24,其他颅骨切开术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2506,颅骨骨碎片取除术,1.25,其他颅骨切除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2504,颅骨死骨切除术,1.25,其他颅骨切除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2505,眶板眶顶切除术,1.25,其他颅骨切除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2502,颞骨部分切除术,1.25,其他颅骨切除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2501,颞骨全切除术,1.25,其他颅骨切除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2503,颅骨部分切除术,1.25,其他颅骨切除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2507,茎突截短术,1.25,其他颅骨切除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.2601,颅腔或组织的导管置入术,1.26,颅腔或组织的导管置入术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2701,颅腔或组织的导管去除术,1.27,颅腔或组织的导管去除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2801,经伯尔孔的脑内导管放置术,1.28,经伯尔孔的脑内导管放置术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.2901,颅神经刺激脉冲发生器去除术,1.29,颅神经刺激脉冲发生器去除术,1.2,颅骨切开术和颅骨切除术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3104,脑膜切开伴硬脑膜下腔血肿清除术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3102,脑膜切开伴蛛网膜下腔脓肿引流术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3103,脑膜切开伴硬脑膜下脓肿引流术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3105,硬脑膜下切开引流术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3106,脑蛛网膜下腔切开引流术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3107,脑膜切开引流术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3108,硬脑膜下钻孔引流术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3101,脑膜切开伴蛛网膜下腔血肿引流术,1.31,脑膜切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3205,胼胝体切开术,1.32,脑叶切开术和(神经)束切断术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3203,经皮扣带回切断术,1.32,脑叶切开术和(神经)束切断术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3202,脑神经束切断术,1.32,脑叶切开术和(神经)束切断术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3204,延髓束切断术,1.32,脑叶切开术和(神经)束切断术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3206,颅内立体定向双侧扣带回毁损术,1.32,脑叶切开术和(神经)束切断术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.3201,脑叶切开术,1.32,脑叶切开术和(神经)束切断术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3908,大脑半球切开术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3912,脑立体定向血肿碎吸术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海版,v02
1.391,脑血肿切开引流术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3905,脑立体定向血肿碎吸术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3906,内镜下脑血肿引流术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3911,脑脓肿切开引流术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3907,脑切开异物取出术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3901,脑室钻孔引流术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3904,经颞叶脑血肿清除术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3903,杏仁核海马切开术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3902,脑室切开引流术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.3909,脑囊肿切开引流术,1.39,脑的其他切开术,1.3,大脑和脑膜切开术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.4101,丘脑切开术,1.41,丘脑手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.4103,丘脑化学破坏术,1.41,丘脑手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.4104,丘脑核破坏术,1.41,丘脑手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.4105,丘脑病损切除术,1.41,丘脑手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.4102,丘脑射频毁损术,1.41,丘脑手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.4202,苍白球切开术,1.42,苍白球手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.4204,苍白球丘脑化学破坏术,1.42,苍白球手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.4203,苍白球射频毁损术,1.42,苍白球手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.4201,立体定向苍白球切开术,1.42,苍白球手术,1.4,丘脑和苍白球手术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5103,经枕脑膜病损切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5102,经鼻脑膜病损切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5105,脑蛛网膜病损切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5106,脑膜病损切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.5107,内镜下脑蛛网膜病损切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.5108,软脑膜切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.5101,脑膜部分切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5104,经额脑膜病损切除术,1.51,脑膜病损或组织的切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5201,大脑半球切除术,1.52,大脑半球切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5301,脑叶次全切除术,1.53,脑叶切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5303,颞叶切除术,1.53,脑叶切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.5304,标准前颞叶切除术,1.53,脑叶切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
1.5302,额叶切除术,1.53,脑叶切除术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5942,颞部病灶切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海版,v02
1.592,脑干病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5914,经顶脑病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5935,小脑扁桃体部分切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5927,立体定向脑病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5901,脑病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5909,额叶病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.591,海绵窦病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5929,脑部分切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5931,内镜下颅底病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,上海_全国2017版,v02
1.5924,小脑蚓部病损切除术,1.59,大脑病损或组织的其他切除术或破坏术,1.5,大脑和脑膜的其他切除术或破坏术,1,颅、脑和脑膜的切开术和切除术,1月5日,神经系统手术,手术,全国2017版,v02
